Range Group #(DO NOT CHANGE),Index in Range Group(DO NOT CHANGE),Range #(DO NOT CHANGE),Range Name," ""Start Call Number 1""",End Call Number 1,Location 1," ""Start Call Number 2""",End Call Number 2,Location 2,Etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,371,C-89,QE75. W3 NO.1731-1732,QE295. A23 SER.6,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,372,C-90,QE295. A23 SER.7,QE501.4 N9 H361 1980 V.1,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14,373,C-91,QE501.4 N9 H361 1980 V.2,QE701. P155 ABT.B 1974-75 V.149-150B,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,374,C-92,QE701. P155 ABT.B 1975 V.151B,QE996. K43 1986 PT.2,Eisenhower General Collection,QE1. A441 1990 QUARTO,QE626. P481 1994 QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,375,C-93,QE627.5 A4 A28 2008 QUARTO,QE993. S431 1994 QUARTO,Eisenhower General Collection,QE65. B49 FOLIO,QE729. J79 FOLIO,Eisenhower General Collection,QH1. A51 1979-80 V.165-166,QH211. W97 1949,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,376,C-94,QH211. W972 1958,QH301. G35 1989 V.25 NO.1-6,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,377,C-95,QH301. G35 1989 V.25 NO.7-12,QH301. J823 2004 V.279 PP.48487-49562,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,378,C-96,QH301. J823 2004 V.279 PP.49563-50638,QH366.2 F871 1986,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,379,C-97,QH366.2 F881 1983,QH540. A675 1999,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,380,C-98,QH540. A8 1984-85 V.9-10,QH601. C84 1989 V.34,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,381,C-99,QH601. C84 1990 V.35,QH705. C41 2005,Eisenhower General Collection,QH11. A75 2001 QUARTO,QH652. N3 1956 QUARTO,Eisenhower General Collection,QK1. A18 1985 V.27,QK96. I63 2005,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,382,C-100,QK96. J118 1916,QK996. J47,Eisenhower General Collection,QK5. B681 1989 QUARTO,QK981.5 T73 1998X QUARTO,Eisenhower General Collection,QK261. D44 1943 FOLIO,QK473. H4 D67 1966 FOLIO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,383,C-101,QL1. A6 1841 INDEX,QL723. C23 B261 1993,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,384,C-102,QL737. C23 C345 2002,QL981. O74 1999,Eisenhower General Collection,QL31. A9 B65 2000 QUARTO,QL991. S48 2010 QUARTO,Eisenhower General Collection,QL937. P389 1982 FOLIO,QL937. P389 1982 FOLIO,Eisenhower General Collection,QM1. J6 INDEX 1866-1966,QM699. P313 1982,Eisenhower General Collection,QM11. V64 2004 QUARTO,QM101. V47 1998 QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,385,C-103,QM105. R53 2011 QUARTO,QM691. S53 2004 QUARTO,Eisenhower General Collection,QP1. J77 1974 V.15,QP361. K8 1992,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,386,C-104,QP361. N37 1997,QP517. R4 K56 1981,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,387,C-105,QP517. R48 Y361 1989,QP751. L5474 2010,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,388,C-106,QP751. L555581 1986,QP981. C25 C37 1975 V.2,Eisenhower General Collection,QP1. P521 1995 QUARTO,QP951. P441 1971 V.1 QUARTO,Eisenhower General Collection,QR1. C47 1982-85 V.10-11,QR502. P745 2004,Eisenhower General Collection,QR1. J574 2000 V.88 SUPPL. QUARTO,QR82. S7 S7 2001 QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,389,C-107,QR82. S78 B56 1997 QUARTO,QR398.5 O741 1992 QUARTO,Eisenhower General Collection,R11. B7 INDEX V.299-308,R506. P3 W451 1993,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,390,C-108,R507. B75 S35 1979,R920. M431 1994,Eisenhower General Collection,R100. I48 QUARTO,R856. A2 B55 2009 PT.A QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,391,C-109,R856. A2 B55 2009 PT.B QUARTO,R895. H4 2002 QUARTO,Eisenhower General Collection,RA5. K66 B46 2001,RA644.6 C67 2001,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17,392,C-110,RA644.6 D57 2009,RA1270. P4 W451 1974,Eisenhower General Collection,RA11. D6 N4 1998 QUARTO,RA1270. V47 J683 2011 QUARTO,Eisenhower General Collection,RB6. M3 1965,RB212. S49 1998,Eisenhower General Collection,RB37. C181 1977 SECT.A V.1 QUARTO,RB155.8 G468 2009 QUARTO,Eisenhower General Collection,RC41. C365 2005,RC318. F8 B371 1995,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,18,393,C-111,RC321. A276.V86,RC481. P87 2004,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19,394,C-112,RC481. R6 1987,RC607. A26 W574 1996,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,395,C-113,RC607. A26 W631 1991,RC1235. W56 2004,Eisenhower General Collection,RC49. M523 1993 QUARTO,RC1130. S77 1998 QUARTO,Eisenhower General Collection,RD19. C38 1968,RD798. M48 2015,Eisenhower General Collection,RD29. A55 X1998 QUARTO,RD792.5 C65 1986 PT.5 QUARTO,Eisenhower General Collection,RE30. E3 M37 1994,RE986. B3 1972,Eisenhower General Collection,RE75. N651 1992 QUARTO,RE961. K435 2002 QUARTO,Eisenhower General Collection,RF126. I571 1983,RF512. H571 1981,Eisenhower General Collection,RG14. U6 R881 1978,RG986. I4 K37 2009,Eisenhower General Collection,RG493.5 D52 I4 2005 QUARTO,RG965. P6 N37 1994 QUARTO,Eisenhower General Collection,RJ28. C5 W551 1992,RJ506. A9 R391 1980,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,21,396,C-114,RJ506. A9 R64 2010,RJ560. B45 2012,Eisenhower General Collection,RJ45. T4331 1991 QUARTO,RJ507. S49 G76 2000 QUARTO,Eisenhower General Collection,RK52.2 U8 2009,RK685. L37 F86 2007,Eisenhower General Collection,RK54. E88 2001 QUARTO,RK667. I45 E87 2001 QUARTO,Eisenhower General Collection,RL72. C67 1981,RL803. S874 2011,Eisenhower General Collection,RM33.5 A67 1996,RM950. P67 2000,Eisenhower General Collection,RM143. Z9 U5 1972 QUARTO,RM930. P48 2001 QUARTO,Eisenhower General Collection,RS57. S81 1994,RS431. S78 Z441 1990,Eisenhower General Collection,RS61. B58513 1983 QUARTO,RS164. P499 1997 QUARTO,Eisenhower General Collection,RT4. D357 2010,RT131. N3251 1982,Eisenhower General Collection,RT80. M32 B346 2006 QUARTO,RT98. T677 2005 QUARTO,Eisenhower General Collection,RX51. K38 1971,RX81. U461 1994,Eisenhower General Collection,RZ225. U6 M661 1993,RZ408. H53 D62 1992,Eisenhower General Collection,S1. A15 V.32 INDEX V.1-30,S593. M36 1996,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22,397,C-115,S593. M4415 1996,S962. C87 1972,Eisenhower General Collection,S20.5 U65 1978 V.1 QUARTO,S938. O87 2002 QUARTO,Eisenhower General Collection,SB16. A23 I57 1996,SB994. C8 W33 1972,Eisenhower General Collection,SB63. C65 O54 2008 QUARTO,SB994. P72 U48 1972 QUARTO,Eisenhower General Collection,SB458. I8331 1984 FOLIO,SB466. I82 R663 1994 FOLIO,Eisenhower General Collection,SD1. A52 1996-98 V.102-103,SD669. S76 2001,Eisenhower General Collection,SD12. M3 A22 1940 QUARTO,SD561. W35 2002 QUARTO,Eisenhower General Collection,SF1. E8 1999 NO.96,SF997.5 R2 F38 1999,Eisenhower General Collection,SF55. I8 M33 2004 QUARTO,SF996. S94 1978 QUARTO,Eisenhower General Collection,SH1. A39 NO.1,SH1. W592 2010,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,23,398,C-116,SH19. C35 1968 NO.162,SH689.3 K37 1997,Eisenhower General Collection,SH3. F65 2012 QUARTO,SH421. P47 2001 QUARTO,Eisenhower General Collection,SK14. G85 1998,SK606. M47 1973,Eisenhower General Collection,SK1. W683 1953 QUARTO,SK361. W49 2015 QUARTO,Eisenhower General Collection,T1. F825 F7 1987,T57.5 O63 1973,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,399,C-117,T57.6 A1 A5 1984 V.1,T940. B1 W27 1997,Eisenhower General Collection,T6. I531 1975 QUARTO,T55.3 H3 S3 1996 V.3 QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25,400,C-118,T55.3 H3 S85 1986 QUARTO,T860. B1 I53 1996 QUARTO,Eisenhower General Collection,TA1. A49 1973 V.99,TA347. F5 H571 1979,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,26,401,C-119,TA347. F5 H83 1975,TA404.5 A451 1982 V.2,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,27,402,C-120,LOCKERS,LOCKERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,403,C-121,LOCKERS,LOCKERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,404,C-122,TA404.8 C48 1996,TA418.9 C6 F78 2002,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,405,C-123,TA418.9 C6 F86 2004,TA645. A43 2005,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,406,C-124,TA645. A67 1990,TA705. R43 V.13,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,407,C-125,TA705. R587 1996,TA5105. A1 S36 2004,Eisenhower General Collection,TA5. A651 1993 QUARTO,TA418.9 S62 J641 1990 QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,408,C-126,LOCKERS,LOCKERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,409,C-127,TA418.9 S62 U21 1998 QUARTO,TA2020. C454 2003 QUARTO,Eisenhower General Collection,TC1. A5 1985 V.38 PT.1-12,TC1703. T461 1989,Eisenhower General Collection,TC15. A73 2012 QUARTO,TC1800. N351 1994 QUARTO,Eisenhower General Collection,TD1. A4 1985 V.100,TD145. M38,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,410,C-128,TD145. M55 1960,TD885.5 C66 P65 1999,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,411,C-129,TD885.5 G73 A39 1995,TD1066. O73 N38 1999,Eisenhower General Collection,TD5. E541 1994 QUARTO,TD1066. P47 E58 2009 V.3 QUARTO,Eisenhower General Collection,TE1. A3 N35 2001,TE323. A45 1960,Eisenhower General Collection,TE8. U5 1949 QUARTO,TE279. R371 1990 QUARTO,Eisenhower General Collection,TE175. A65 1966 FOLIO,TE175. A65 1966 FOLIO,Eisenhower General Collection,TF9. D68 2006,TF1460. T73 2009,Eisenhower General Collection,TF15. L68 2004 QUARTO,TF1323. T63 2011 QUARTO,Eisenhower General Collection,TG1. P76 2003-04 V.156-157,TG500. P23 1947,Eisenhower General Collection,TG5. I52 1995 V.1 QUARTO,TG416. T76 1967 QUARTO,Eisenhower General Collection,TH1. S77 1992-93 V.1-2,TH9737. M3724 1998,Eisenhower General Collection,TH15. E87 2006 QUARTO,TH9705. B85 2005 QUARTO,Eisenhower General Collection,TJ1. A21 NO.118,TJ1. I504 PT.C 2004 V.218 PT.1-6,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,412,C-130,TJ1. I504 PT.C 2004 V.218 PT.7-9,TJ170. H84 1959,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4,413,C-131,TJ170. H85 1958,TJ840. K56 1966,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,414,C-132,TJ840. K761 1994,TJ1793. S79,Eisenhower General Collection,TJ1. A75 1880-1956 QUARTO,TJ1557. W46 1988 QUARTO,Eisenhower General Collection,TJ183. H7 1951 FOLIO,TJ183. H7 1951 FOLIO,Eisenhower General Collection,TK1. B43 INDEX 1922-31 V.1-10,TK5102.9 D541 1993,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6,415,C-133,TK5102.9 D58 2002,TK5105.888 13.L69 2006,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,416,C-134,STAGING AREA,STAGING AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,417,C-135,STAGING AREA,STAGING AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,418,C-136,TK5105.888 13.M4 2004,TK7878.4 D381 1990,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,419,C-137,TK7878.4 E551 1995,TK9969. P5641 1991,Eisenhower General Collection,TK85. E25 1963 QUARTO,TK9400. N294 2008 QUARTO,Eisenhower General Collection,TL1. S64 1989 V.97 NO.1-6,TL521.312 A221 1981 SUPPL. INDEX V.144,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,420,C-138,TL521.312 B551 1994,TL4027. F52 J6377 2002,Eisenhower General Collection,TL1. S665 2011 NO.2297 QUARTO,TL4026. S77 2000X QUARTO,Eisenhower General Collection,TL795.5 S4841 1987 FOLIO,TL795.5 S4841 1987 FOLIO,Eisenhower General Collection,TN1. A2 1985 V.33 NO.1-6,TN1. M42 V.51 PT.2,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12,421,C-139,TN2. A61,TN997. S24 D63 2009,Eisenhower General Collection,TN9. E74 1975 QUARTO,TN4311. B85 1998 QUARTO,Eisenhower General Collection,TP1. A22 1973,TP1. J55 2003 V.36 PT.8-12,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,422,C-140,TP1. Z6313 1985 V.58 PT.1-4,TP350. G76 1998,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,423,C-141,TP350. L68,TP1185. P5 S59 1997,Eisenhower General Collection,TP5. F761 1984 V.1 QUARTO,TP1183. F6 W64 1990 QUARTO,Eisenhower General Collection,TR1. P59 1985-86 V.29-30,TR654. A734 2005,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,424,C-142,TR654. A745 2004,TR1045. S341 1988,Eisenhower General Collection,TR6. A1 C78 2003 QUARTO,TR980. M65 2003 QUARTO,Eisenhower General Collection,TR95. U95 M52 2002 FOLIO,TR820.6 N34 1999 FOLIO,Eisenhower General Collection,TS1. C4 1985-86 V.27-28,TS1. R4923 1998 V.32,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,425,C-143,TS1. R4924 1985-86 V.19-20,TS6535. T471 1987,Eisenhower General Collection,TS23. W551 1986 QUARTO,TS2260. S78 1997 QUARTO,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,439,C-144,TT9. L491 1990,TT985. W231 1978,Eisenhower General Collection,TT23. T86 1999 QUARTO,TT920. O84 2002 QUARTO,Eisenhower General Collection,TX15. B985 2008,TX1107.2 V8 B87 1996,Eisenhower General Collection,TX4. M33 1981 QUARTO,TX945. R47 2006 QUARTO,Eisenhower General Collection,TZ357. G55 2014 QUARTO,TZ357. G55 2014 QUARTO,Eisenhower General Collection,U1. M4 2013 V.77 PT.1-2,U897. I4 K48 2004,Eisenhower General Collection,U13. U62 P67 2007 QUARTO,U821. J3 B68 1988 QUARTO,Eisenhower General Collection,UA10. A751 1990,UA646.5 G4 F431 1992,Eisenhower General Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
